ensemblID	GSE45827	GSE86374	TCGA
ENSG00000081923	3.3995725	0.637337	1.4725936906046004
ENSG00000082213	0.3759232	0.2721911	0.42822980114512227
ENSG00000082458	1.1592167	0.7224122	1.1828954122221544
ENSG00000082516	0.5167609	-0.2143351	0
ENSG00000082701	1.7303741	0.167198	0.6521697845567397
ENSG00000083093	0.9052024	0.2090355	0.5174801478316217
ENSG00000083097	0	-0.4674667	-0.3455814051658932
ENSG00000083099	1.4547377	0	0.10732888679906603
ENSG00000083168	0.3781109	0	0.38975438559725084
ENSG00000083290	1.076606	0	0
ENSG00000083457	NA	NA	NA
ENSG00000083520	1.7813655	0	-0.40259482237117084
ENSG00000083535	1.536428	-0.4213922	0.3287630246062505
ENSG00000083635	-0.3209775	-0.3045186	0
ENSG00000083838	-0.5390863	0.2220018	0.3768416718289708
ENSG00000083845	0	-0.3225729	-0.29472684726409165
ENSG00000084112	1.9553411	-0.1689107	-0.06802963897800517
ENSG00000084444	1.5703437	0.9280228	1.9181923282953706
ENSG00000084463	2.711006	0	0.2178412709478206
ENSG00000084652	1.8665317	0.3264342	0.06758086636141458
ENSG00000085377	1.7323692	0	0
ENSG00000085382	-0.5212519	-0.3943355	-0.23132775784746026
ENSG00000085415	0.8932903	0	0.09481858066662652
ENSG00000085433	0.6203834	0.3339227	0
ENSG00000085644	0	0.3142979	0.6547366425220341
ENSG00000085788	0	0	-0.23580498453068152
ENSG00000085840	0	0.2024901	0.8646531565106067
ENSG00000085872	0	0	0.19260752824025917
ENSG00000085978	2.0504636	0.6037285	0.7621129887530502
ENSG00000085998	0	0.3143805	0.452372963890626
ENSG00000085999	0	0.183432	1.3437448402364922
ENSG00000086061	1.4220216	0	0.27346613497910993
ENSG00000086189	1.5840067	-0.415288	-0.4362469574376053
ENSG00000086200	1.2876399	0	0.32328260858499397
ENSG00000086232	1.8805213	0.4442246	0.8732127421139363
ENSG00000086475	-0.7276596	0	-0.05592559256945813
ENSG00000086504	0	0	0.3472189190845755
ENSG00000086589	2.6438503	0.2963983	-0.07812432248464475
ENSG00000086619	NA	NA	NA
ENSG00000086712	2.2964692	-0.3400563	-0.2723220134699419
ENSG00000086827	0.7927817	0.2707325	0
ENSG00000086848	-1.4493021	-0.1623273	-0.5370946690879727
ENSG00000087053	0	-0.3357045	-0.29364740091904745
ENSG00000087111	0	0	-0.0617011524106005
ENSG00000087152	0.4457614	0.3032544	0.1711692228324625
ENSG00000087157	0.9813185	0	0.07465478604252833
ENSG00000087191	0	0.9594819	0.12581072285203843
ENSG00000087263	2.1361202	0.2646046	0
ENSG00000087274	1.159047	0.3771263	-0.15448395219862954
ENSG00000087299	0	0.3158998	0.5432115684614904
ENSG00000087302	0.4257574	0.3449294	0
ENSG00000087502	1.8982272	-0.3901046	0.3622365717663976
ENSG00000087884	-1.1967332	0	-0.17210869368103432
ENSG00000088038	1.9058427	0	0.16862564696062335
ENSG00000088247	-0.5766993	0	0
ENSG00000088256	-0.6577396	-0.4837993	-0.242413471643591
ENSG00000088298	0.597611	0	0.4443408517998702
ENSG00000088325	1.4809482	1.3730248	2.567678290540744
ENSG00000088387	-0.2875266	-0.5237878	-0.22058503135251428
ENSG00000088448	1.8521102	0	0.20245068881178585
ENSG00000088451	1.8602155	0	-0.4049829304746956
ENSG00000088682	0	0	-0.3185065571632647
ENSG00000088727	0.4511713	0.2595868	0.6864622986301314
ENSG00000088812	1.0064561	0.1429427	0.205693142149351
ENSG00000088833	-1.1729378	0	-0.0644455375312501
ENSG00000088876	-0.4663555	0	0
ENSG00000088888	0.5262167	0	-0.31477535469455115
ENSG00000088930	3.7432278	0.3873789	0.3427586123047845
ENSG00000089006	1.4551388	0	-0.3016421507079189
ENSG00000089022	1.9172759	-0.1849942	0.20451333809062927
ENSG00000089048	1.0465055	0.4602018	0
ENSG00000089053	3.3599922	0	0.23637848212180357
ENSG00000089063	4.0444408	0.2731036	0.12245102782692013
ENSG00000089091	0	0.3465432	0.3601051746422702
ENSG00000089123	0.374263	0	0.3024660445480024
ENSG00000089154	-1.0968672	0.125568	0.14424329427712446
ENSG00000089195	1.3442782	0	0.12134286392782984
ENSG00000089220	-0.7189545	0	0
ENSG00000089234	-0.447311	0	0.06589092686297958
ENSG00000089289	0	0.602594	0
ENSG00000089597	1.8917734	0.3406975	0.26220019968743424
ENSG00000089685	1.2529761	0.3492086	2.0571747240019587
ENSG00000089693	0.9420752	0	0.3374133110660156
ENSG00000089818	1.7019755	0	0.24147375073516017
ENSG00000089876	0.3734702	0	0.3564344891048405
ENSG00000089902	1.6615596	0	0.4618182727889115
ENSG00000089916	1.8815917	-0.448514	-0.18456309686342015
ENSG00000090263	0	0.6656146	0.09617982364457506
ENSG00000090316	0.756187	0.2453444	0.14894559897451218
ENSG00000090372	0	0	0.25173004088531353
ENSG00000090470	0.4878559	0	-0.4397666790808644
ENSG00000090487	1.3532632	0	0.23240464593057963
ENSG00000090539	1.1856888	0.4475996	0.9053396892118006
ENSG00000090615	0.944795	0.4498789	0.26119170719932855
ENSG00000090686	0.9409152	0	0.1287438713304008
ENSG00000090889	0.7274784	1.2256495	3.098283743448885
ENSG00000090905	1.9931693	-0.253168	0.2703914118410757
ENSG00000090989	0.5356655	0	-0.08412746432442537
ENSG00000091009	0.6397865	0	0.34625917777923876
ENSG00000091140	1.1717455	0.4937719	-0.3553723924815324
ENSG00000091157	0.6424458	0	0.38026910511395645
ENSG00000091164	0.8053569	0	0.328358013053575
ENSG00000091542	1.4117317	0	0
ENSG00000091640	-0.5003916	0.3479994	-0.20632926845288746
ENSG00000091651	0	0.5390714	0.8271612418236349
ENSG00000091732	NA	NA	NA
ENSG00000092201	1.1224728	0.6037339	0.19533764531796516
ENSG00000092203	1.3918616	0	0.14968229821538404
ENSG00000092330	0.8282701	0.1376449	-0.12332818509836457
ENSG00000092439	1.9965716	0	0.10023597959707452
ENSG00000092470	-0.6858409	0.2915662	0.7407689391029971
ENSG00000092531	1.9528941	0	0.2655539534726217
ENSG00000092820	5.3879842	0.6874291	1.3083817160728717
ENSG00000092853	0	1.0163065	1.5010725326015424
ENSG00000092871	0.4460094	0.2244408	0.47256624027780625
ENSG00000093000	1.0116113	0.434756	0.15114916569116343
ENSG00000093009	0	0.4732856	1.5157756406164098
ENSG00000093183	1.8455927	0	0
ENSG00000095139	0.6931804	0.1893593	0.07299564634386918
ENSG00000095574	0	0	-0.15583816918551333
ENSG00000095787	4.2221439	-0.23932	-0.09021229615984012
ENSG00000095906	0	0.7152656	0.555068021240399
ENSG00000095970	1.8004941	0	0.7564186719453835
ENSG00000096401	-3.5479918	-0.174108	0.059585946075599965
ENSG00000099246	2.3117197	0.5052545	0.44966247584313934
ENSG00000099330	0	0.1134782	0.2036600825078244
ENSG00000099341	0.6767166	0	0.12343225745677544
ENSG00000099381	-0.463785	0	0.1248046499260277
ENSG00000099622	-1.757459	0.1971276	-0.15118706488774564
ENSG00000099800	0	0.567481	0.3817299038135895
ENSG00000099804	-0.4235231	0	0
ENSG00000099810	0.3450078	0	0
ENSG00000099817	1.2462919	0	-0.31306136668088747
ENSG00000099821	-0.8516739	0.3321079	0.11188194470886548
ENSG00000099849	0	0.2930356	1.1169476172103374
ENSG00000099875	0.597843	0.2201972	0
ENSG00000099889	-0.6105436	0	-0.17093336896807018
ENSG00000099899	0	0	-0.1254148426615567
ENSG00000099901	0.9900156	0.7695899	0
ENSG00000099910	0.7735689	0	0.18914128018395926
ENSG00000099917	0	-0.2246774	0.14301330799364143
ENSG00000099940	1.3397366	0	0.37791513371174346
ENSG00000099942	0.8646409	0.1661639	-0.05145036766356121
ENSG00000099949	-0.7569335	0	-0.213078223740956
ENSG00000099956	0	0	0.2664052097061594
ENSG00000099958	NA	NA	NA
ENSG00000099968	NA	NA	NA
ENSG00000099991	0	0.1953699	0.5136340785347081
ENSG00000099995	0	0	-0.2761626483927213
ENSG00000100023	0	0	0.3262970684473753
ENSG00000100028	0.6032581	1.1266111	0.3760355555785402
ENSG00000100029	-0.6526007	0.1525599	0.1687755228019703
ENSG00000100030	3.0773097	-0.322554	0
ENSG00000100056	-0.7712435	0	-0.10328375810832982
ENSG00000100075	0	0	-0.4859076741471849
ENSG00000100083	0.8125623	0	0.21545791915764645
ENSG00000100084	0.9887543	0	0
ENSG00000100099	-0.5905599	0	-0.12582373693900017
ENSG00000100104	0	0	-0.18050218183342936
ENSG00000100105	1.7783255	0.3078876	0.5893113188876004
ENSG00000100109	0	0.3585648	0
ENSG00000100124	0	0	0.1665483001804412
ENSG00000100129	-0.9937345	-0.7158733	-1.0109624984545909
ENSG00000100138	-0.9257853	0.2121291	-0.04816603338369084
ENSG00000100150	0	-0.1877508	0.3453733711143986
ENSG00000100151	-0.7861512	-0.3358588	0
ENSG00000100196	3.9891908	0	0.6594187684686105
ENSG00000100207	0	0	0.27578727439122314
ENSG00000100209	0	0.2709885	0
ENSG00000100211	0	0	-0.14492113570477502
ENSG00000100216	-1.0185648	-0.2892033	-0.08256140938316302
ENSG00000100220	-0.5655876	0	0
ENSG00000100221	0	-0.215112	-0.46732762214116363
ENSG00000100225	2.4514738	-0.4659861	-0.3133377087873107
ENSG00000100226	-0.5177034	0	-0.07864276519965459
ENSG00000100227	0.8969369	0	-0.24304993855404122
ENSG00000100239	-0.6178516	0	0.2779850000961716
ENSG00000100241	0.7460545	0	-0.5645891347243683
ENSG00000100246	0.8031555	0.4097079	0.4115022405889046
ENSG00000100258	-0.4396172	0	-0.1969783141198206
ENSG00000100263	-0.161085	0.1281827	0.4512717967691316
ENSG00000100271	0.8896277	0	0.2917888338371526
ENSG00000100280	-0.4204656	0.4363489	0.30703046626309743
ENSG00000100281	0	0.2461579	0.22239310456351594
ENSG00000100284	0	0.205618	0.07698206557707102
ENSG00000100294	0.3562781	0.4365529	0.18812790121915937
ENSG00000100297	0	0.2392555	0
ENSG00000100304	0	0.4778684	0.7348025263309651
ENSG00000100307	-1.1809471	-0.6368124	-1.1920048208450533
ENSG00000100319	0.3360539	0	0.2682680013560322
ENSG00000100320	3.1574624	-0.2275181	-0.6336915183247691
ENSG00000100324	NA	NA	NA
ENSG00000100325	0	-0.2736861	0.04516432894718055
ENSG00000100330	-0.4845049	-0.1862961	-0.3061015021129992
ENSG00000100335	0.4279724	0	-0.41507500338934844
ENSG00000100345	1.4219636	0	0.10455389506825913
ENSG00000100347	-1.5957921	-0.5878269	-0.28681173744093513
ENSG00000100348	-1.0634185	-0.2611891	-0.32107058253873455
ENSG00000100353	-0.7445793	-0.5870756	-0.5882336701453961
ENSG00000100359	-0.8613366	0	0.16696635461064438
ENSG00000100372	0.8008457	0	0.5565206039113736
ENSG00000100380	0	0	-0.7496234394986498
ENSG00000100387	0.8608527	0.3031801	0.3242353003566138
ENSG00000100393	0.4889962	-0.1624206	0.0645443757569921
ENSG00000100395	1.3413374	0.3287786	0.06606941671108922
ENSG00000100401	2.4369921	0.2755958	0.5784872621324163
ENSG00000100403	-0.704009	0	-0.294574997222436
ENSG00000100410	0.7731607	0.3247841	-0.21715611639399224
ENSG00000100412	0.5184346	0	-0.08332477156774441
ENSG00000100413	-0.6325467	0	-0.11155597237568574
ENSG00000100416	-0.6603668	0	0.06264838691850622
ENSG00000100417	-0.6777612	0.143068	-0.34728350439687006
ENSG00000100418	1.2318716	-0.6460463	-0.29858389842746874
ENSG00000100425	-0.560334	0	-0.1667902761917697
ENSG00000100426	1.7922598	0.1911058	0.3637530461223633
ENSG00000100429	NA	NA	NA
ENSG00000100448	-1.3380541	0	-2.0207176515270224
ENSG00000100461	0.4625632	0	0.06238623163573651
ENSG00000100462	1.5986284	0	0
ENSG00000100483	0.8283488	0	-0.18287676423042137
ENSG00000100485	1.0460128	-0.5514072	-0.19120588769736635
ENSG00000100519	1.0939207	0.2680451	0.23404501931349375
ENSG00000100526	1.7549279	0.9022819	1.6621133026128925
ENSG00000100528	1.1732579	0	-0.21063779682882364
ENSG00000100532	0.6529172	0	0
ENSG00000100567	1.5278252	0.5105308	0.22238077964151828
ENSG00000100575	-0.818477	0	-0.18929293263558825
ENSG00000100577	0	0.346996	0.23667083225599025
ENSG00000100580	2.593878	0.4326952	0.45573430854123476
ENSG00000100583	0	0.5973838	1.5492744327487413
ENSG00000100591	0.6054864	0.6563375	0.11447325077952338
ENSG00000100601	0.4800966	0	0.45845946245869157
ENSG00000100603	1.5387561	0.5796118	0.15015969537578555
ENSG00000100614	2.1982287	0	0.11304011111350264
ENSG00000100625	0.8499445	0.4921059	1.6182340234858859
ENSG00000100632	1.3869944	0	0.6056929715121847
ENSG00000100714	-0.6573161	0.2445708	-0.31497101553272855
ENSG00000100722	0.9376067	0	0.11444803484845321
ENSG00000100731	-1.6631826	-0.3232079	-0.8793305865903133
ENSG00000100764	-0.2965486	0.4826672	-0.2529845302704297
ENSG00000100796	2.1120136	0	0.1698356085130529
ENSG00000100804	0.6095136	0	0.2924800583845744
ENSG00000100811	1.3896348	0	-0.0907498854632189
ENSG00000100813	0.5232741	0	0.18793766148345473
ENSG00000100815	1.7970768	0.3336816	0.33704477965370144
ENSG00000100823	0.9918093	0	0
ENSG00000100865	NA	NA	NA
ENSG00000100883	1.9313995	0.5574964	0.8347689968596055
ENSG00000100888	-0.3917037	0.4096163	0.35738293137502847
ENSG00000100897	1.3637652	0.3921917	0.18340915684859044
ENSG00000100902	1.5995956	0.6116308	0.602267221938514
ENSG00000100911	0	0	0.6079325874695283
ENSG00000100938	2.3439666	0.3313477	0.09532780434040586
ENSG00000100949	0	0	-0.2076705099506714
ENSG00000100982	0.3380747	0	-0.23803725968068923
ENSG00000100997	3.0395251	0.6100998	0.9991253186750558
ENSG00000101126	2.1957631	0.2273165	0.5096368526733541
ENSG00000101138	1.7538187	0	0.33153947978701703
ENSG00000101146	1.4912203	0.5885502	0.6471361717099609
ENSG00000101150	0.4477995	0	0
ENSG00000101152	0.5827802	0.4317697	0.3317149355390744
ENSG00000101158	0.6829016	0	0.07867589181127779
ENSG00000101161	-1.0501911	0.328566	0.44962412320309164
ENSG00000101166	2.1489235	0.7941558	0.26961901336544913
ENSG00000101181	0.4715439	0.3621475	0.4181376119003773
ENSG00000101182	0.722628	0.5237397	0
ENSG00000101189	0	0	0.09564709234591828
ENSG00000101191	2.1717324	0.3164312	0.2159768590593749
ENSG00000101193	1.0056245	0.3508881	0.24601389421902886
ENSG00000101199	0.8109197	0	0.6240154304153149
ENSG00000101216	-0.7205097	0	0.2543279835075378
ENSG00000101236	0.5773542	-0.2139206	0
ENSG00000101246	2.3246818	0.1687321	0.06424099563996272
ENSG00000101247	-0.3272824	0	-0.11799096018078684
ENSG00000101266	3.7612139	0.2415615	0.3411453494695435
ENSG00000101310	2.7879288	0.495421	0.7815364229579725
ENSG00000101337	2.2201364	0.1702532	0.3850723162935317
ENSG00000101343	2.1307242	0.314623	0.7908716978566304
ENSG00000101361	0.7543161	0.290872	0.17108193210759995
ENSG00000101365	-0.7584143	0.2834904	-0.24720669180146773
ENSG00000101367	3.6072706	0.6834401	0.10532876764865352
ENSG00000101391	0	0.1759538	0.3179233471510999
ENSG00000101421	0.9825072	0.4289393	0.6072441530973123
ENSG00000101447	0.8414569	0.3767162	1.612550577856258
ENSG00000101473	0	0	0.30909011103881506
ENSG00000101474	0	1.1109313	0.18679481290255617
ENSG00000101544	0.79228	0	0.20076254853857164
ENSG00000101546	0	0.2206201	0
ENSG00000101557	1.7008022	0	0.7896793722669377
ENSG00000101558	-1.0084139	-0.2155206	0
ENSG00000101574	0.6211275	0	0
ENSG00000101624	1.3890829	0	0.18481696272271725
ENSG00000101639	1.4425716	0	0
ENSG00000101654	0	0.426678	0
ENSG00000101695	0	-0.5515892	-1.281721847968462
ENSG00000101745	2.6084057	-0.593519	0
ENSG00000101751	1.6938656	0	0.08683431806649115
ENSG00000101752	1.901989	0.5234612	0.40896028184749705
ENSG00000101782	3.0815257	0.1503367	-0.08155833638676648
ENSG00000101811	1.0350324	0.4019101	0.8611228803627842
ENSG00000101882	NA	NA	NA
ENSG00000101997	0.8631959	0.2209951	0.2783331375445398
ENSG00000102030	-0.4510505	0	0
ENSG00000102078	1.1398643	0.29583	0.67130422414896
ENSG00000102081	0.9444025	0	0.19221031607293454
ENSG00000102096	0	0.4211946	0
ENSG00000102100	1.4706774	0.362529	0.819128747968562
ENSG00000102181	-0.8173676	0	-0.4335879811120316
ENSG00000102312	0	-0.2341963	0
ENSG00000102316	2.5103789	1.3540875	1.5430346471015624
ENSG00000102401	1.1096246	0.7544578	-0.13967318381365912
ENSG00000102471	1.559324	0	0.2660546458687006
ENSG00000102531	1.4150336	-0.1929961	0
ENSG00000102543	0	0	-0.6903228257846552
ENSG00000102572	1.3600617	-0.1810997	0.09920045989728878
ENSG00000102580	3.3446725	0	0.26182413463982723
ENSG00000102595	1.1452554	-0.382814	0.3303321601325002
ENSG00000102606	0.6855993	-0.1730146	-0.2000708944900952
ENSG00000102710	1.2934443	-0.3243496	0.2355614047558622
ENSG00000102738	0	0	-0.27969517001057015
ENSG00000102743	1.3898922	0.6522104	0.5115581580074317
ENSG00000102753	2.3860461	0	-0.16353978782542689
ENSG00000102755	-1.5747629	-0.5759695	-0.38384692226356876
ENSG00000102763	0.7850478	0	0.2963648516490737
ENSG00000102780	-0.2037708	0	0
ENSG00000102786	2.4420697	-0.1672342	0.38801253650516304
ENSG00000102796	0	-0.3818758	-0.44057829308772684
ENSG00000102805	1.1333439	-0.3654044	-0.1041022739961088
ENSG00000102870	-0.3801987	0	0.42385366025706767
ENSG00000102882	-0.6178611	0	-0.0945775188334419
ENSG00000102893	-1.1766036	-0.1974299	0
ENSG00000102898	-1.0798087	-0.8356549	0
ENSG00000102900	0	0	0.2599838143449222
ENSG00000102901	0	-0.213062	-0.6247311332727489
ENSG00000102910	2.2821813	0	0.31408663712675416
ENSG00000102921	1.7241285	0.2322452	-0.09702484163954264
ENSG00000102977	-1.12836	0	-0.5058253133395012
ENSG00000102978	-0.6061147	0	-0.3948706575624308
ENSG00000102981	0	0.1535081	0.09959382007529292
ENSG00000103005	-0.6401312	-0.3387326	-0.4531757379855831
ENSG00000103018	1.4074718	-0.1692745	-0.335217093056707
