ensembl	adj_p	p	t	B	logfc	entrez_id
ENSG00000117410	5.12e-13	1.06e-15	9.78296	25.310643	1.0192684	533
ENSG00000140545	5.36e-13	1.13e-15	-9.769998	25.251002	-1.2031467	4240
ENSG00000105664	5.57e-13	1.19e-15	9.758714	25.199074	1.9116719	1311
ENSG00000186951	6.18e-13	1.34e-15	-9.733811	25.084464	-0.4819033	5465
ENSG00000143549	6.62e-13	1.45e-15	9.716297	25.003846	0.6884237	7170
ENSG00000047936	6.62e-13	1.45e-15	9.716297	25.003846	0.6884237	6098
ENSG00000198400	6.62e-13	1.45e-15	9.716297	25.003846	0.6884237	4914
ENSG00000153291	7.06e-13	1.59e-15	-9.696931	24.914694	-1.7027692	9481
ENSG00000102908	7.64e-13	1.74e-15	-9.677635	24.825852	-0.976641	10725
ENSG00000154928	9.33e-13	2.16e-15	-9.632492	24.617963	-0.9499662	2047
ENSG00000104490	9.75e-13	2.28e-15	-9.620372	24.56214	-1.346696	83988
ENSG00000114547	1.01e-12	2.4e-15	-9.610242	24.515478	-1.6521992	152015
ENSG00000065371	1.01e-12	2.4e-15	-9.610242	24.515478	-1.6521992	54763
ENSG00000146006	1.07e-12	2.58e-15	-9.594549	24.443188	-0.6988678	26045
ENSG00000111879	1.08e-12	2.65e-15	-9.589018	24.417708	-0.9299418	79632
ENSG00000229089	1.08e-12	2.66e-15	-9.58823	24.414082	-1.5445122	729171
ENSG00000169217	1.16e-12	2.97e-15	9.564597	24.305201	0.7004761	10421
ENSG00000170153	1.22e-12	3.14e-15	-9.552875	24.251189	-1.1244451	57484
ENSG00000177200	1.33e-12	3.47e-15	-9.531663	24.153445	-0.6529328	80205
ENSG00000130176	1.37e-12	3.62e-15	-9.523232	24.114591	-1.5923968	1264
ENSG00000073792	1.38e-12	3.69e-15	-9.518952	24.094869	-0.923589	10644
ENSG00000122641	1.38e-12	3.75e-15	9.515246	24.077789	1.7586321	3624
ENSG00000143801	1.38e-12	3.78e-15	9.514055	24.072304	0.8092839	5664
ENSG00000116521	1.52e-12	4.19e-15	9.492106	23.971144	0.7848441	10067
ENSG00000263290	1.52e-12	4.19e-15	9.492106	23.971144	0.7848441	10067
ENSG00000112320	1.58e-12	4.46e-15	-9.478797	23.909801	-0.8404795	55084
ENSG00000201348	1.61e-12	4.59e-15	-9.47277	23.882022	-0.9818548	26767
ENSG00000095380	1.62e-12	4.67e-15	9.469276	23.865916	1.0972854	54187
ENSG00000115648	1.64e-12	4.78e-15	9.464224	23.842626	1.4623012	79083
ENSG00000164938	1.69e-12	4.97e-15	9.45572	23.80343	0.9183851	94241
ENSG00000033011	1.72e-12	5.11e-15	9.449817	23.776216	0.6487122	56052
ENSG00000074842	1.75e-12	5.26e-15	9.443834	23.748635	0.6697378	56005
ENSG00000102316	1.75e-12	5.32e-15	9.441682	23.738714	1.3540875	10916
ENSG00000138640	2.05e-12	6.3e-15	-9.405605	23.572395	-1.2865069	10144
ENSG00000107611	2.05e-12	6.34e-15	-9.404511	23.56735	-0.7718701	8029
ENSG00000106789	2.05e-12	6.4e-15	9.402433	23.557771	1.0737774	7464
ENSG00000138131	2.21e-12	6.96e-15	-9.384798	23.476462	-1.023944	84171
ENSG00000120162	2.29e-12	7.36e-15	-9.372935	23.421762	-0.8767667	79817
ENSG00000105612	2.29e-12	7.4e-15	9.371602	23.415613	0.7100728	1777
ENSG00000158966	2.29e-12	7.48e-15	-9.369309	23.405043	-1.3300117	57685
ENSG00000138496	2.29e-12	7.5e-15	9.36876	23.402512	1.4527681	83666
ENSG00000154493	2.45e-12	8.24e-15	-9.349019	23.311481	-1.1654153	118611
ENSG00000013364	2.54e-12	8.7e-15	9.337419	23.257991	0.6720515	9961
ENSG00000078549	2.56e-12	8.85e-15	-9.333777	23.241196	-0.9348722	117
ENSG00000182253	2.56e-12	8.99e-15	-9.330568	23.226399	-1.848593	23336
ENSG00000154240	2.56e-12	9.01e-15	-9.330102	23.224248	-0.9421124	201134
ENSG00000164919	2.59e-12	9.17e-15	9.326218	23.206337	1.9818561	1345
ENSG00000162407	2.61e-12	9.34e-15	-9.322363	23.188558	-0.942201	8613
ENSG00000109654	2.62e-12	9.48e-15	-9.319277	23.174326	-1.3925401	23321
ENSG00000164692	2.62e-12	9.66e-15	9.315306	23.156016	1.8891307	1278
ENSG00000204385	2.62e-12	9.98e-15	9.308414	23.12423	1.8334339	80736
ENSG00000232180	2.62e-12	9.98e-15	9.308414	23.12423	1.8334339	80736
ENSG00000235336	2.62e-12	9.98e-15	9.308414	23.12423	1.8334339	80736
ENSG00000231479	2.62e-12	9.98e-15	9.308414	23.12423	1.8334339	80736
ENSG00000206378	2.62e-12	9.98e-15	9.308414	23.12423	1.8334339	80736
ENSG00000228263	2.62e-12	9.98e-15	9.308414	23.12423	1.8334339	80736
ENSG00000229077	2.62e-12	9.98e-15	9.308414	23.12423	1.8334339	80736
ENSG00000203463	2.62e-12	9.98e-15	9.308414	23.12423	1.8334339	80736
ENSG00000079102	2.79e-12	1.07e-14	-9.293087	23.053549	-1.2281533	862
ENSG00000166797	2.84e-12	1.1e-14	9.287645	23.02845	1.0929691	84191
ENSG00000143867	3.07e-12	1.2e-14	-9.269783	22.946071	-0.9805648	130497
ENSG00000143418	3.11e-12	1.22e-14	9.265104	22.924491	0.7796923	29956
ENSG00000058272	3.49e-12	1.39e-14	-9.237649	22.797864	-0.778253	4659
ENSG00000006210	3.63e-12	1.46e-14	-9.227484	22.75098	-1.4759398	6376
ENSG00000116191	3.63e-12	1.47e-14	9.226045	22.744339	1.3689761	55103
ENSG00000178927	3.87e-12	1.6e-14	9.208362	22.662777	0.4354996	79415
ENSG00000130695	3.87e-12	1.6e-14	9.208133	22.661723	0.7149701	64793
ENSG00000171617	3.93e-12	1.64e-14	9.203451	22.640126	0.924845	8507
ENSG00000163840	3.94e-12	1.66e-14	9.201098	22.629276	0.8685817	151636
ENSG00000101871	4.32e-12	1.84e-14	-9.178583	22.525426	-1.6665289	4281
ENSG00000160191	4.61e-12	1.98e-14	-9.163701	22.456778	-0.7307529	5152
ENSG00000169621	4.83e-12	2.09e-14	-9.152195	22.403707	-1.0031663	200558
ENSG00000105699	4.9e-12	2.14e-14	9.147027	22.379869	0.6436457	51599
ENSG00000078018	4.9e-12	2.15e-14	-9.146372	22.376847	-1.0707334	4133
ENSG00000157870	5.23e-12	2.31e-14	9.131101	22.306411	0.656216	127281
ENSG00000275125	5.23e-12	2.31e-14	9.131101	22.306411	0.656216	127281
ENSG00000154978	5.53e-12	2.46e-14	9.117847	22.245274	0.7607679	81552
ENSG00000119147	5.58e-12	2.5e-14	-9.114647	22.230516	-1.4521051	84417
ENSG00000177465	5.79e-12	2.61e-14	9.105193	22.186906	1.1914339	122970
ENSG00000110195	5.88e-12	2.67e-14	-9.100576	22.165611	-1.30271	2348
ENSG00000103591	5.91e-12	2.7e-14	9.098226	22.154769	1.176547	79719
ENSG00000148053	5.96e-12	2.76e-14	-9.09342	22.132602	-1.7102629	4915
ENSG00000092068	5.96e-12	2.77e-14	9.092306	22.127462	0.9974956	23428
ENSG00000094755	6.64e-12	3.13e-14	-9.066795	22.009795	-2.9910034	2568
ENSG00000158864	6.89e-12	3.29e-14	9.056151	21.960698	0.8359632	4720
ENSG00000128573	6.94e-12	3.33e-14	-9.0534	21.94801	-1.0989715	93986
ENSG00000119900	7.52e-12	3.64e-14	-9.035104	21.863622	-1.0266794	79627
ENSG00000101955	7.59e-12	3.69e-14	-9.031758	21.84819	-1.5377112	8406
ENSG00000122565	7.81e-12	3.82e-14	9.024366	21.814096	0.5682047	11335
ENSG00000136158	8.14e-12	4.01e-14	-9.014498	21.768581	-1.5257218	10253
ENSG00000154258	8.43e-12	4.2e-14	-9.00439	21.721963	-2.058514	10350
ENSG00000132970	8.93e-12	4.48e-14	-8.990939	21.659926	-1.011623	10810
ENSG00000260238	9.09e-12	4.59e-14	8.985979	21.63705	0.5266588	100527963
ENSG00000160783	9.09e-12	4.59e-14	8.985979	21.63705	0.5266588	11243
ENSG00000105926	9.33e-12	4.74e-14	-8.979138	21.6055	-1.0642665	51678
ENSG00000142230	9.42e-12	4.82e-14	8.97561	21.589227	0.5535339	10055
ENSG00000207375	9.42e-12	4.88e-14	-8.973019	21.577279	-1.8079569	100033434
ENSG00000172531	9.42e-12	4.89e-14	8.972336	21.574128	0.8030401	5499
ENSG00000154263	9.42e-12	4.9e-14	-8.972151	21.573275	-2.0386507	10349
ENSG00000131238	9.46e-12	4.94e-14	8.970087	21.563755	0.8669496	5538
ENSG00000152284	9.86e-12	5.18e-14	-8.960036	21.517402	-0.9050309	83439
ENSG00000163431	1.01e-11	5.35e-14	-8.953235	21.486041	-1.2467904	25802
ENSG00000160188	1.02e-11	5.41e-14	8.950972	21.475603	0.8039193	89765
ENSG00000206621	1.02e-11	5.44e-14	-8.949876	21.470549	-1.6954607	100033426
ENSG00000146592	1.02e-11	5.47e-14	-8.948784	21.465512	-1.460847	9586
ENSG00000159433	1.03e-11	5.64e-14	-8.942355	21.435864	-0.8718092	57519
ENSG00000169744	1.03e-11	5.64e-14	-8.942326	21.435729	-1.0887761	9079
ENSG00000122756	1.03e-11	5.64e-14	-8.942128	21.434816	-1.07451	1271
ENSG00000153820	1.08e-11	5.95e-14	-8.930762	21.382403	-1.3304905	80309
ENSG00000072163	1.09e-11	6.06e-14	-8.926885	21.364526	-0.5662088	55679
ENSG00000154721	1.09e-11	6.11e-14	-8.925459	21.357948	-1.196237	58494
ENSG00000106605	1.12e-11	6.31e-14	8.918527	21.325983	1.2618213	644
ENSG00000135374	1.14e-11	6.48e-14	-8.9127	21.299115	-2.7747257	2001
ENSG00000121966	1.17e-11	6.77e-14	8.903584	21.257082	1.2821783	7852
ENSG00000172987	1.17e-11	6.79e-14	-8.902893	21.253891	-1.4786333	60495
ENSG00000105404	1.18e-11	6.92e-14	8.898814	21.235085	0.5920141	10567
ENSG00000182463	1.2e-11	7.05e-14	-8.895021	21.217595	-1.5389637	128553
ENSG00000163378	1.2e-11	7.1e-14	-8.893378	21.210019	-1.0186821	285203
ENSG00000187800	1.28e-11	7.6e-14	-8.879018	21.143808	-0.6693148	375033
ENSG00000160710	1.3e-11	7.8e-14	8.873688	21.119235	0.7595104	103
ENSG00000067225	1.33e-11	8.02e-14	8.867664	21.091461	0.8013101	5315
ENSG00000154080	1.38e-11	8.43e-14	-8.857287	21.043617	-1.6095229	83539
ENSG00000141384	1.41e-11	8.71e-14	-8.850399	21.011862	-1.0801695	6875
ENSG00000274049	1.44e-11	8.88e-14	8.846109	20.992082	0.540977	100532735
ENSG00000239779	1.44e-11	8.88e-14	8.846109	20.992082	0.540977	23559
ENSG00000035687	1.5e-11	9.33e-14	8.835729	20.944229	0.9413475	159
ENSG00000137573	1.57e-11	9.83e-14	8.824594	20.892901	1.4917385	23213
ENSG00000167967	1.57e-11	9.85e-14	8.82433	20.891682	0.5505319	1877
ENSG00000154736	1.58e-11	9.95e-14	-8.822059	20.881215	-1.3841636	11096
ENSG00000165379	1.59e-11	1e-13	-8.820047	20.871941	-0.7369027	145581
ENSG00000134057	1.6e-11	1.02e-13	8.817591	20.86062	1.5112865	891
ENSG00000115762	1.64e-11	1.05e-13	8.810554	20.828179	0.9690117	55041
ENSG00000109576	1.65e-11	1.06e-13	-8.809132	20.821626	-1.1002319	51166
ENSG00000166265	1.65e-11	1.07e-13	-8.807561	20.814383	-1.215555	116159
ENSG00000132676	1.66e-11	1.08e-13	8.804983	20.802503	0.9168001	7818
ENSG00000255245	1.68e-11	1.1e-13	-8.801015	20.78421	-0.8233351	100533181
ENSG00000137726	1.68e-11	1.1e-13	-8.801015	20.78421	-0.8233351	53826
ENSG00000152104	1.71e-11	1.13e-13	-8.796009	20.761138	-1.2801865	5784
ENSG00000118276	1.73e-11	1.14e-13	-8.792812	20.746403	-0.7165748	9331
ENSG00000257743	1.75e-11	1.16e-13	-8.78901	20.728878	-1.4803251	93432
ENSG00000278563	1.75e-11	1.16e-13	-8.78901	20.728878	-1.4803251	93432
ENSG00000154096	1.77e-11	1.18e-13	8.786291	20.716348	1.3244765	7070
ENSG00000168542	1.83e-11	1.23e-13	8.777579	20.676193	1.7943669	1281
ENSG00000204386	1.92e-11	1.3e-13	8.765347	20.619818	0.7030084	4758
ENSG00000234846	1.92e-11	1.3e-13	8.765347	20.619818	0.7030084	4758
ENSG00000228691	1.92e-11	1.3e-13	8.765347	20.619818	0.7030084	4758
ENSG00000227315	1.92e-11	1.3e-13	8.765347	20.619818	0.7030084	4758
ENSG00000184494	1.92e-11	1.3e-13	8.765347	20.619818	0.7030084	4758
ENSG00000234343	1.92e-11	1.3e-13	8.765347	20.619818	0.7030084	4758
ENSG00000227129	1.92e-11	1.3e-13	8.765347	20.619818	0.7030084	4758
ENSG00000223957	1.92e-11	1.3e-13	8.765347	20.619818	0.7030084	4758
ENSG00000113552	2.05e-11	1.4e-13	8.750324	20.550586	0.6398265	10007
ENSG00000141294	2.05e-11	1.41e-13	8.748325	20.541373	0.7951543	90506
ENSG00000100626	2.05e-11	1.41e-13	-8.748194	20.540771	-0.9625106	57452
ENSG00000108932	2.06e-11	1.43e-13	8.745714	20.529342	2.0044147	9120
ENSG00000106636	2.06e-11	1.43e-13	8.745306	20.527462	0.6400949	10652
ENSG00000172059	2.07e-11	1.44e-13	-8.743233	20.517909	-0.7033167	8462
ENSG00000060138	2.12e-11	1.48e-13	-8.737829	20.493008	-1.0613202	8531
ENSG00000123395	2.13e-11	1.5e-13	8.735827	20.483783	0.6857205	60673
ENSG00000095906	2.16e-11	1.53e-13	8.731578	20.464205	0.7152656	10101
ENSG00000275127	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	100033433
ENSG00000277785	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	100033432
ENSG00000278715	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	100033431
ENSG00000206688	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	100033430
ENSG00000206656	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	100033429
ENSG00000207263	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	100033428
ENSG00000207174	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	100033427
ENSG00000207460	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	727708
ENSG00000128739	2.24e-11	1.59e-13	-8.722737	20.42347	-1.1967532	6638
ENSG00000113369	2.24e-11	1.6e-13	-8.721167	20.416236	-1.0138287	57561
ENSG00000143412	2.28e-11	1.64e-13	8.717014	20.397103	1.3928917	8416
ENSG00000154473	2.34e-11	1.69e-13	8.70992	20.364416	0.9874669	9184
ENSG00000158186	2.34e-11	1.69e-13	-8.709576	20.362834	-0.9774487	22808
ENSG00000001617	2.34e-11	1.7e-13	8.708996	20.360161	0.8058845	6405
ENSG00000280789	2.34e-11	1.74e-13	8.70437	20.338847	1.1094581	79447
ENSG00000172318	2.34e-11	1.74e-13	-8.704337	20.338694	-1.0165107	8708
ENSG00000178187	2.34e-11	1.74e-13	-8.703834	20.336375	-0.6390966	285676
ENSG00000099953	2.34e-11	1.76e-13	8.700939	20.323039	1.996921	4320
ENSG00000275365	2.34e-11	1.76e-13	8.700939	20.323039	1.996921	4320
ENSG00000145819	2.39e-11	1.81e-13	-8.695872	20.299697	-1.060124	23092
ENSG00000103507	2.76e-11	2.1e-13	8.66401	20.152929	0.620718	10295
ENSG00000175550	2.9e-11	2.21e-13	8.653033	20.102372	0.6885502	10589
ENSG00000077274	2.93e-11	2.24e-13	-8.650106	20.088891	-1.7110158	827
ENSG00000154265	2.95e-11	2.27e-13	-8.647722	20.077912	-1.2207116	23461
ENSG00000167461	2.98e-11	2.3e-13	8.645079	20.06574	0.6880522	4218
ENSG00000117362	3e-11	2.32e-13	8.642749	20.05501	0.6102305	51107
ENSG00000165621	3.08e-11	2.4e-13	-8.635828	20.023135	-1.0211282	27199
ENSG00000161671	3.1e-11	2.43e-13	8.633328	20.011622	0.4773573	284361
ENSG00000164896	3.1e-11	2.44e-13	8.632488	20.007752	0.4969901	10922
ENSG00000160307	3.1e-11	2.44e-13	-8.632287	20.006827	-1.3392891	6285
ENSG00000143799	3.18e-11	2.51e-13	8.625923	19.97752	0.9592574	142
ENSG00000180914	3.25e-11	2.57e-13	-8.620984	19.954778	-1.8162319	5021
ENSG00000154262	3.3e-11	2.63e-13	-8.61636	19.933486	-1.7717754	23460
ENSG00000207279	3.34e-11	2.67e-13	-8.613223	19.919044	-1.9531858	100033435
ENSG00000008324	3.37e-11	2.7e-13	8.610531	19.906649	0.8174439	51188
ENSG00000164941	3.81e-11	3.12e-13	8.580137	19.766724	0.7348481	55656
ENSG00000165118	3.99e-11	3.29e-13	8.569096	19.715898	1.0489972	84267
ENSG00000144445	3.99e-11	3.3e-13	-8.56837	19.712558	-0.7964691	151050
ENSG00000112799	4.02e-11	3.33e-13	8.566181	19.702481	1.2553564	9450
ENSG00000173418	4.06e-11	3.38e-13	8.563475	19.690028	0.7712199	51126
ENSG00000173467	4.06e-11	3.39e-13	8.562658	19.686269	2.1006009	155465
ENSG00000104415	4.15e-11	3.48e-13	8.557234	19.661302	0.9887888	8840
ENSG00000025423	4.21e-11	3.54e-13	8.55344	19.643842	1.3546631	8630
ENSG00000074410	4.26e-11	3.59e-13	8.550304	19.629408	1.4079658	771
ENSG00000180035	4.36e-11	3.69e-13	8.544631	19.603299	0.6434221	197407
ENSG00000104976	4.41e-11	3.76e-13	8.54049	19.584243	0.5899142	6618
ENSG00000136842	4.46e-11	3.81e-13	-8.537627	19.571069	-1.3232318	7111
ENSG00000152492	4.56e-11	3.92e-13	-8.532066	19.545482	-0.580913	152137
ENSG00000105329	4.63e-11	3.99e-13	8.528161	19.52751	0.8836433	7040
ENSG00000011009	4.66e-11	4.03e-13	8.525764	19.516483	0.5655885	11313
ENSG00000165072	4.7e-11	4.08e-13	-8.523518	19.506146	-1.5732708	256691
ENSG00000278608	4.7e-11	4.08e-13	-8.523518	19.506146	-1.5732708	256691
ENSG00000151623	4.74e-11	4.13e-13	-8.520708	19.493218	-0.9877423	4306
ENSG00000143374	4.77e-11	4.17e-13	8.51868	19.483886	0.5454411	80222
ENSG00000117305	4.8e-11	4.21e-13	8.516657	19.474579	0.8924468	3155
ENSG00000183378	4.81e-11	4.23e-13	-8.515459	19.469066	-1.8526375	341277
ENSG00000099219	5.04e-11	4.47e-13	8.504156	19.417065	0.8731283	79956
ENSG00000143578	5.14e-11	4.57e-13	8.499341	19.394916	1.0302336	148327
ENSG00000102243	5.16e-11	4.6e-13	-8.497714	19.38743	-1.1965738	51442
ENSG00000166578	5.16e-11	4.62e-13	8.496905	19.38371	0.5554156	115811
ENSG00000102554	5.26e-11	4.72e-13	-8.492285	19.362458	-1.0597407	688
ENSG00000132432	5.3e-11	4.77e-13	8.490102	19.352415	0.9818917	23480
ENSG00000183960	5.48e-11	4.96e-13	-8.482031	19.315291	-0.8475951	131096
ENSG00000136279	5.62e-11	5.1e-13	8.476222	19.288572	0.6283683	28988
ENSG00000003402	5.69e-11	5.17e-13	-8.472949	19.27352	-0.7889633	8837
ENSG00000154553	5.7e-11	5.21e-13	-8.471701	19.267782	-1.4518648	27295
ENSG00000198951	5.81e-11	5.32e-13	8.467135	19.246783	0.8085865	4668
ENSG00000163156	5.81e-11	5.34e-13	8.466357	19.243202	0.5750396	100534012
ENSG00000135775	5.88e-11	5.42e-13	8.463025	19.227879	1.0785428	22796
ENSG00000135392	5.92e-11	5.48e-13	8.460844	19.217852	0.5682594	85406
ENSG00000143612	5.94e-11	5.51e-13	8.459665	19.212428	0.7393284	25912
ENSG00000162813	6.4e-11	5.95e-13	8.443198	19.136709	0.8776384	10380
ENSG00000185345	6.77e-11	6.35e-13	-8.42962	19.074287000000002	-0.8899956	5071
ENSG00000104889	6.87e-11	6.45e-13	8.426109	19.058146	0.6800665	10535
ENSG00000183303	7.15e-11	6.74e-13	-8.416789	19.015301	-2.3647504	120065
ENSG00000276025	7.15e-11	6.74e-13	-8.416789	19.015301	-2.3647504	120065
ENSG00000280931	7.15e-11	6.74e-13	-8.416789	19.015301	-2.3647504	120065
ENSG00000059573	7.2e-11	6.81e-13	8.414696	19.005682	1.1757834	5832
ENSG00000182621	7.48e-11	7.12e-13	-8.405419	18.963042	-1.2407919	23236
ENSG00000047648	7.48e-11	7.12e-13	-8.405298	18.962484	-0.8506637	395
ENSG00000040633	7.49e-11	7.15e-13	8.404291	18.957854	0.6691517	79142
ENSG00000207732	7.52e-11	7.23e-13	-8.4020879999999991	18.947733	-1.1549247	407000
ENSG00000133816	7.58e-11	7.33e-13	8.399097	18.933984	1.0133321	9645
ENSG00000101421	7.96e-11	7.75e-13	8.387294	18.879743	0.4289393	128866
ENSG00000111912	8.05e-11	7.86e-13	-8.384368	18.866297	-0.7926829	135112
ENSG00000103496	8.06e-11	7.89e-13	8.383499	18.862306	0.7821357	6810
ENSG00000165568	8.39e-11	8.24e-13	-8.374355	18.820292	-0.8438514	83592
ENSG00000162063	8.43e-11	8.33e-13	8.372074	18.809808	0.7763491	899
ENSG00000007216	8.46e-11	8.38e-13	-8.370681	18.803409	-1.4139963	9058
ENSG00000164062	8.64e-11	8.58e-13	8.365591	18.780027	0.6075583	327
ENSG00000149090	8.69e-11	8.68e-13	-8.363308	18.769538	-1.3720721	25891
ENSG00000201839	8.69e-11	8.69e-13	-8.362872	18.767534	-2.4871852	767579
ENSG00000163017	8.78e-11	8.81e-13	-8.360132	18.754947	-2.2163685	72
ENSG00000112855	8.91e-11	8.97e-13	8.356296	18.737325	0.5517603	23438
ENSG00000141750	9.18e-11	9.26e-13	-8.349413	18.705707	-1.7099692	342667
