ensembl	adj_p	p	t	B	logfc	entrez_id
ENSG00000079482	3.84e-16	5.4e-19	-15.9	33.141921	-2.7426132	4983
ENSG00000158458	4.39e-16	6.32e-19	-15.8	32.988226	-1.9048585	9542
ENSG00000136758	4.74e-16	6.98e-19	15.7	32.890124	1.8340266	10730
ENSG00000154134	4.98e-16	7.51e-19	-15.7	32.819095	-2.6758156	64221
ENSG00000100196	5.41e-16	8.69e-19	15.6	32.675319	3.9891908	11015
ENSG00000173320	5.41e-16	8.7e-19	-15.6	32.674647	-3.6835247	56977
ENSG00000074410	5.57e-16	9.13e-19	15.6	32.626955	6.1394626	771
ENSG00000177889	5.58e-16	9.53e-19	15.6	32.584658	4.2791826	7334
ENSG00000115414	6.37e-16	1.11e-18	15.5	32.436746	3.6245485	2335
ENSG00000111879	6.63e-16	1.18e-18	-15.5	32.378565	-2.0141645	79632
ENSG00000146833	8.51e-16	1.57e-18	-15.4	32.09627	-3.2817098	89122
ENSG00000211460	8.69e-16	1.63e-18	15.4	32.057415	3.637244	7247
ENSG00000214944	1.11e-15	2.18e-18	-15.2	31.769668	-2.3973803	64283
ENSG00000272602	1.11e-15	2.21e-18	-15.2	31.758455	-5.4334479	152687
ENSG00000154529	1.11e-15	2.21e-18	-15.2	31.757765	-3.5922942	728577
ENSG00000106714	1.11e-15	2.21e-18	-15.2	31.757765	-3.5922942	79937
ENSG00000196167	1.11e-15	2.22e-18	-15.2	31.75295	-2.6657132	399948
ENSG00000229089	1.11e-15	2.27e-18	-15.2	31.729442	-4.248079	729171
ENSG00000152700	1.11e-15	2.3e-18	15.2	31.717326	3.1650742	51128
ENSG00000130202	1.13e-15	2.38e-18	15.2	31.683532	4.8215453	5819
ENSG00000166197	1.21e-15	2.58e-18	15.2	31.604374	3.5172224	9221
ENSG00000091513	1.36e-15	3.01e-18	-15.1	31.453006	-5.1695962	7018
ENSG00000175348	1.85e-15	4.35e-18	14.9	31.092279	4.7942429	56674
ENSG00000168385	1.96e-15	4.65e-18	14.9	31.025977	4.8011457	4735
ENSG00000134986	2.02e-15	4.86e-18	14.9	30.982399	4.7358427	9315
ENSG00000144224	2.04e-15	4.98e-18	14.9	30.957655	5.0537794	23190
ENSG00000048828	2.05e-15	5.08e-18	14.9	30.938627	3.4608364	23196
ENSG00000179021	2.11e-15	5.36e-18	14.8	30.885419	3.16563	285237
ENSG00000165934	2.11e-15	5.38e-18	14.8	30.882914	2.4728981	53981
ENSG00000186591	2.14e-15	5.52e-18	14.8	30.856917	4.1553588	7328
ENSG00000133816	2.47e-15	6.53e-18	14.8	30.690782	4.3837304	9645
ENSG00000131143	3.15e-15	8.54e-18	-14.6	30.426405	-1.2605495	1327
ENSG00000088930	3.22e-15	8.83e-18	14.6	30.393439	3.7432278	22803
ENSG00000196549	3.25e-15	9.03e-18	-14.6	30.371805	-3.8043347	4311
ENSG00000108821	3.33e-15	9.37e-18	14.6	30.335346	5.4526407	1277
ENSG00000066777	3.99e-15	1.15e-17	14.5	30.134849	3.4562614	10565
ENSG00000122641	4.31e-15	1.25e-17	14.5	30.047355	6.1217064	3624
ENSG00000128595	4.38e-15	1.29e-17	14.5	30.019213	4.3000416	813
ENSG00000112851	4.57e-15	1.36e-17	14.4	29.965856	2.7821013	55914
ENSG00000168137	4.83e-15	1.45e-17	14.4	29.901425	4.0763754	55209
ENSG00000167772	5.43e-15	1.65e-17	-14.4	29.774393	-4.1275305	51129
ENSG00000107929	5.43e-15	1.67e-17	14.4	29.764015	3.5556023	23185
ENSG00000168079	6e-15	1.87e-17	-14.3	29.654185	-6.6945669	286133
ENSG00000071189	6e-15	1.89e-17	14.3	29.645041	2.4112311	23161
ENSG00000134108	6.08e-15	1.95e-17	14.3	29.610772	2.9900552	55207
ENSG00000059573	6.34e-15	2.06e-17	14.3	29.559056000000002	3.2863974	5832
ENSG00000109436	8.41e-15	2.76e-17	14.2	29.270433	4.3851537	23158
ENSG00000166471	8.59e-15	2.88e-17	14.1	29.228972	4.035599	440026
ENSG00000186642	9.1e-15	3.11e-17	-14.1	29.152597	-2.9603329	5138
ENSG00000101901	9.26e-15	3.19e-17	14.1	29.125981	3.3664424	79868
ENSG00000118217	9.73e-15	3.39e-17	14.1	29.066942	1.6078405	22926
ENSG00000143549	1.02e-14	3.61e-17	14	29.003426	1.8804197	7170
ENSG00000170153	1.07e-14	3.85e-17	-14	28.941412	-3.9352383	57484
ENSG00000164574	1.08e-14	3.9e-17	14	28.92928	4.3009248	55568
ENSG00000143183	1.08e-14	3.94e-17	14	28.917941	2.217907	54499
ENSG00000198860	1.1e-14	4.07e-17	14	28.884901	3.3842594	116461
ENSG00000053254	1.11e-14	4.17e-17	-14	28.861891	-2.8103477	1112
ENSG00000143622	1.11e-14	4.18e-17	14	28.8595	2.5824639	6016
ENSG00000082153	1.15e-14	4.39e-17	14	28.810762	3.0240036	9689
ENSG00000215301	1.17e-14	4.53e-17	13.9	28.781025	2.887797	1654
ENSG00000003056	1.17e-14	4.55e-17	13.9	28.775553	4.0352439	4074
ENSG00000198015	1.3e-14	5.15e-17	13.9	28.653035	3.8095278	28977
ENSG00000183283	1.33e-14	5.3e-17	13.9	28.624956	4.7741673	9802
ENSG00000103227	1.35e-14	5.42e-17	-13.9	28.602272	-3.8917197	64788
ENSG00000260807	1.35e-14	5.42e-17	-13.9	28.602272	-3.8917197	64788
ENSG00000205155	1.37e-14	5.55e-17	13.9	28.579003	4.5070511	55851
ENSG00000158555	1.4e-14	5.73e-17	-13.9	28.548095	-3.0846108	81544
ENSG00000165197	1.45e-14	5.95e-17	-13.8	28.510456	-4.9367513	2277
ENSG00000116406	1.6e-14	6.62e-17	13.8	28.404863	2.3475935	80267
ENSG00000114346	1.73e-14	7.24e-17	13.8	28.316746	2.9508127	1894
ENSG00000104415	1.73e-14	7.32e-17	13.8	28.306666	6.2481215	8840
ENSG00000101752	1.76e-14	7.49e-17	13.7	28.282773	1.901989	57534
ENSG00000169418	1.89e-14	8.13e-17	-13.7	28.202143	-4.2892692	4881
ENSG00000151239	1.89e-14	8.16e-17	13.7	28.198985	3.7329001	5756
ENSG00000184992	2.13e-14	9.3e-17	13.7	28.069038	2.2925611	140707
ENSG00000103342	2.13e-14	9.33e-17	13.7	28.066411	3.2515318	2935
ENSG00000161980	2.13e-14	9.41e-17	13.6	28.058085	4.0095622	51728
ENSG00000134107	2.21e-14	9.86e-17	13.6	28.011701	5.5840406	8553
ENSG00000198844	2.21e-14	9.9e-17	-13.6	28.008087	-2.3555281	22899
ENSG00000164434	2.38e-14	1.08e-16	-13.6	27.924074	-4.4709768	2173
ENSG00000062650	2.47e-14	1.13e-16	13.6	27.880338	3.328155	23063
ENSG00000166503	2.5e-14	1.15e-16	13.6	27.862294	3.5867001	50810
ENSG00000138764	2.68e-14	1.24e-16	13.5	27.7874	5.5290468	901
ENSG00000133935	2.7e-14	1.26e-16	13.5	27.771038	3.8792813	11161
ENSG00000117335	3.09e-14	1.46e-16	13.5	27.624893	4.9517234	4179
ENSG00000099953	3.35e-14	1.59e-16	13.4	27.537922	6.2232727	4320
ENSG00000275365	3.35e-14	1.59e-16	13.4	27.537922	6.2232727	4320
ENSG00000140937	3.37e-14	1.61e-16	13.4	27.524909	5.5791427	1009
ENSG00000122068	3.5e-14	1.71e-16	13.4	27.467795	3.735476	84248
ENSG00000054598	3.5e-14	1.71e-16	-13.4	27.46543	-2.7171564	2296
ENSG00000109586	3.88e-14	1.92e-16	13.4	27.350984	5.1432757	51809
ENSG00000163694	4.48e-14	2.31e-16	13.3	27.169725	3.722441	54502
ENSG00000152404	4.72e-14	2.45e-16	-13.3	27.111113	-2.0937847	143884
ENSG00000099219	4.92e-14	2.59e-16	13.2	27.057785	3.6761893	79956
ENSG00000092199	4.96e-14	2.62e-16	13.2	27.043818	3.3337232	3183
ENSG00000107779	5.29e-14	2.83e-16	-13.2	26.966766	-1.2860287	657
ENSG00000101191	5.39e-14	2.91e-16	13.2	26.94004	2.1717324	11083
ENSG00000131473	5.39e-14	2.92e-16	13.2	26.936019	4.1233521	47
ENSG00000167196	5.54e-14	3.02e-16	13.2	26.903847	1.8104435	26263
ENSG00000101266	5.68e-14	3.14e-16	13.2	26.86596	3.7612139	1457
ENSG00000117122	5.68e-14	3.15e-16	13.2	26.861411	4.8091598	4237
ENSG00000166233	5.68e-14	3.15e-16	13.2	26.861242	3.5849506	25820
ENSG00000198612	5.78e-14	3.24e-16	13.1	26.833664	4.2077164	10920
ENSG00000124783	5.78e-14	3.25e-16	13.1	26.831447	2.5453586	6745
ENSG00000144136	5.84e-14	3.32e-16	13.1	26.810946	2.3071538	6574
ENSG00000151116	5.84e-14	3.32e-16	13.1	26.809889	2.2655344	55293
ENSG00000113742	6.08e-14	3.49e-16	13.1	26.761201	4.4775798	80315
ENSG00000143252	6.08e-14	3.5e-16	13.1	26.757276	4.1155745	6391
ENSG00000167635	6.32e-14	3.66e-16	13.1	26.71329	3.8830046	7705
ENSG00000177674	6.47e-14	3.79e-16	13.1	26.678795	3.7994727	57085
ENSG00000116560	6.5e-14	3.83e-16	13.1	26.669449	2.1601059	6421
ENSG00000136240	6.9e-14	4.09e-16	13.1	26.603829	2.2551579	11014
ENSG00000013588	6.99e-14	4.17e-16	13	26.585536	5.1747918	9052
ENSG00000006210	7.47e-14	4.48e-16	-13	26.514539	-4.331059	6376
ENSG00000112893	7.58e-14	4.57e-16	13	26.493813	3.9817987	4124
ENSG00000168374	8.41e-14	5.1e-16	13	26.385834	3.7140612	378
ENSG00000113456	8.43e-14	5.14e-16	13	26.37827	2.9537699	5810
ENSG00000084733	8.47e-14	5.19e-16	13	26.368187	2.5561925	10890
ENSG00000168461	8.71e-14	5.36e-16	12.9	26.335532	3.6030255	11031
ENSG00000112739	9.23e-14	5.72e-16	12.9	26.272234	4.5662425	8899
ENSG00000277494	9.51e-14	5.98e-16	-12.9	26.226994	-4.3551071	338328
ENSG00000123352	9.55e-14	6.07e-16	12.9	26.212621	2.6990518	65244
ENSG00000284190	9.55e-14	6.08e-16	12.9	26.211695	4.8646409	406991
ENSG00000062716	9.55e-14	6.08e-16	12.9	26.211695	4.8646409	81671
ENSG00000012983	9.74e-14	6.23e-16	12.9	26.187642	3.3103907	11183
ENSG00000153944	9.92e-14	6.37e-16	12.9	26.164322	4.4806742	124540
ENSG00000143420	1e-13	6.47e-16	12.9	26.149817	3.5359686	2029
ENSG00000254685	1.03e-13	6.69e-16	12.9	26.116853	2.2244594	8790
ENSG00000080815	1.03e-13	6.7e-16	12.9	26.115301	3.8937706	5663
ENSG00000136450	1.06e-13	7.01e-16	12.8	26.069498	5.0457417	6426
ENSG00000141425	1.08e-13	7.21e-16	12.8	26.042678	3.2834836	55197
ENSG00000136536	1.11e-13	7.46e-16	12.8	26.008353	3.3550054	64844
ENSG00000075539	1.19e-13	8e-16	12.8	25.939597	3.1670033	285527
ENSG00000185624	1.2e-13	8.13e-16	12.8	25.922566	5.5041035	5034
ENSG00000086598	1.25e-13	8.59e-16	12.8	25.868524	5.1973411	10959
ENSG00000172292	1.25e-13	8.62e-16	12.8	25.865694	2.4747137	253782
ENSG00000167325	1.31e-13	9.07e-16	12.7	25.814485	3.2024259	6240
ENSG00000198604	1.32e-13	9.23e-16	12.7	25.797587	2.4534059	11177
ENSG00000118276	1.32e-13	9.26e-16	-12.7	25.794538	-1.9258949	9331
ENSG00000213186	1.35e-13	9.51e-16	12.7	25.768169	3.4564371	286827
ENSG00000284163	1.35e-13	9.52e-16	12.7	25.766264	5.601662	100500810
ENSG00000143761	1.35e-13	9.52e-16	12.7	25.766264	5.601662	375
ENSG00000056998	1.37e-13	9.76e-16	-12.7	25.741553	-5.1833272	8908
ENSG00000104365	1.41e-13	1.01e-15	12.7	25.708214	2.3841119	3551
ENSG00000110713	1.42e-13	1.03e-15	12.7	25.691266	2.7705268	4928
ENSG00000077147	1.42e-13	1.04e-15	12.7	25.683747	3.2341066	56889
ENSG00000132912	1.42e-13	1.04e-15	12.7	25.682797	3.7794508000000002	51164
ENSG00000196972	1.43e-13	1.06e-15	-12.7	25.663942	-3.6978216	644596
ENSG00000178947	1.43e-13	1.06e-15	-12.7	25.663942	-3.6978216	399668
ENSG00000144566	1.43e-13	1.06e-15	12.7	25.659544	4.1101236	5868
ENSG00000099246	1.43e-13	1.06e-15	12.7	25.657354	2.3117197	22931
ENSG00000162961	1.46e-13	1.09e-15	12.7	25.635635	1.2649313	84661
ENSG00000162959	1.46e-13	1.09e-15	12.7	25.635635	1.2649313	51072
ENSG00000144339	1.51e-13	1.13e-15	-12.7	25.59657	-3.8553413	23671
ENSG00000114742	1.56e-13	1.18e-15	12.6	25.555296	2.4430668	57599
ENSG00000198551	1.61e-13	1.22e-15	12.6	25.520415	3.2642416	199692
ENSG00000106460	1.64e-13	1.25e-15	12.6	25.500216000000002	2.1464812	54664
ENSG00000081277	1.64e-13	1.25e-15	-12.6	25.496122	-2.797553	5317
ENSG00000196562	1.66e-13	1.27e-15	12.6	25.48106	4.7431208	55959
ENSG00000138071	1.67e-13	1.28e-15	12.6	25.471095	3.356846	10097
ENSG00000164597	1.67e-13	1.29e-15	12.6	25.465232	3.1075833	10466
ENSG00000284369	1.67e-13	1.29e-15	12.6	25.465232	3.1075833	10466
ENSG00000120837	1.69e-13	1.31e-15	12.6	25.449132	2.9978102	4801
ENSG00000133110	1.7e-13	1.33e-15	12.6	25.435619	5.7681661	10631
ENSG00000106819	1.7e-13	1.33e-15	12.6	25.433453	7.4769256	54829
ENSG00000163964	1.81e-13	1.44e-15	12.6	25.358879	3.4597576	54965
ENSG00000183793	1.81e-13	1.44e-15	12.6	25.357507	3.6168818	100288332
ENSG00000282705	1.81e-13	1.44e-15	12.6	25.357507	3.6168818	100288332
ENSG00000198156	1.81e-13	1.44e-15	12.6	25.357507	3.6168818	728741
ENSG00000255524	1.81e-13	1.44e-15	12.6	25.357507	3.6168818	728734
ENSG00000169246	1.81e-13	1.44e-15	12.6	25.357507	3.6168818	23117
ENSG00000065135	2e-13	1.61e-15	12.5	25.245902	2.9732553	2773
ENSG00000206053	2e-13	1.62e-15	12.5	25.241633	1.6736585	90861
ENSG00000181315	2.02e-13	1.64e-15	12.5	25.226044	2.2871608	79692
ENSG00000138303	2.02e-13	1.65e-15	12.5	25.219369	3.5259633	51008
ENSG00000072163	2.02e-13	1.66e-15	-12.5	25.21619	-2.7341108	55679
ENSG00000135845	2.1e-13	1.73e-15	12.5	25.175542	3.5042137	5279
ENSG00000124126	2.14e-13	1.77e-15	12.5	25.150516	3.4875693	57580
ENSG00000131233	2.18e-13	1.81e-15	12.5	25.130203	2.3032285	81025
ENSG00000214114	2.18e-13	1.81e-15	12.5	25.130203	2.3032285	26292
ENSG00000096401	2.18e-13	1.82e-15	-12.5	25.124289	-3.5479918	988
ENSG00000163029	2.19e-13	1.84e-15	12.5	25.113281	2.1630807	79677
ENSG00000165209	2.19e-13	1.84e-15	12.5	25.11221	2.5671251	55342
ENSG00000142230	2.21e-13	1.88e-15	12.5	25.09418	3.6448062	10055
ENSG00000164932	2.21e-13	1.88e-15	12.5	25.090306000000002	4.9303404	115908
ENSG00000172831	2.35e-13	2e-15	-12.4	25.028368	-1.7803961	8824
ENSG00000173890	2.41e-13	2.06e-15	12.4	24.999307	4.9804054	26996
ENSG00000078098	2.54e-13	2.18e-15	12.4	24.943651	4.9413712	2191
ENSG00000115084	2.59e-13	2.23e-15	12.4	24.921307	1.9001675	80255
ENSG00000134215	2.61e-13	2.26e-15	12.4	24.909132	4.9717902	10451
ENSG00000168538	2.62e-13	2.28e-15	12.4	24.901293	3.2381777	60684
ENSG00000141424	2.69e-13	2.35e-15	12.4	24.869182	6.2832752	25800
ENSG00000167977	2.7e-13	2.37e-15	12.4	24.863131	2.8251427	54442
ENSG00000139112	2.74e-13	2.42e-15	-12.4	24.842755	-1.9324467	23710
ENSG00000164190	2.77e-13	2.46e-15	12.4	24.82584	3.1240437	25836
ENSG00000067167	2.78e-13	2.47e-15	12.4	24.820373	4.1573708	23471
ENSG00000138780	2.81e-13	2.53e-15	12.3	24.797729	2.6379988	79807
ENSG00000168778	2.81e-13	2.53e-15	-12.3	24.795861	-2.7538849	79867
ENSG00000100146	2.89e-13	2.61e-15	-12.3	24.765282	-5.1775032	6663
ENSG00000010017	2.95e-13	2.67e-15	12.3	24.743257	4.0174621	10048
ENSG00000156802	3.11e-13	2.85e-15	12.3	24.680936	4.1052329	29028
ENSG00000075275	3.21e-13	2.95e-15	12.3	24.643526	4.0641176	9620
ENSG00000105426	3.23e-13	2.98e-15	-12.3	24.634553	-2.7429836	5802
ENSG00000092529	3.23e-13	2.99e-15	-12.3	24.630443	-2.5149487	825
ENSG00000118260	3.34e-13	3.1e-15	12.3	24.594316	2.3282777	1385
ENSG00000141750	3.47e-13	3.25e-15	-12.3	24.547937	-2.6840835	342667
ENSG00000142534	3.47e-13	3.27e-15	-12.2	24.544038	-2.6698012	6205
ENSG00000170185	3.55e-13	3.35e-15	12.2	24.518996	3.2295488	84640
ENSG00000176532	3.65e-13	3.46e-15	12.2	24.487643	3.8047282	222171
ENSG00000141380	3.69e-13	3.5e-15	12.2	24.474409	2.9554524	6760
ENSG00000066044	3.69e-13	3.52e-15	12.2	24.470499	2.2433718	1994
ENSG00000184271	3.78e-13	3.63e-15	-12.2	24.439254	-2.3315023	5463
ENSG00000169894	3.78e-13	3.66e-15	-12.2	24.431524	-1.7022717	4584
ENSG00000123739	3.8e-13	3.69e-15	12.2	24.42336	1.8626928	81579
ENSG00000157388	3.82e-13	3.73e-15	12.2	24.411001	4.9632043	776
ENSG00000213066	3.89e-13	3.81e-15	12.2	24.390244	3.0824703	11116
ENSG00000116001	3.93e-13	3.86e-15	12.2	24.377318	2.9777062	7072
ENSG00000144908	3.94e-13	3.89e-15	-12.2	24.369752	-2.1983951	10840
ENSG00000188529	3.99e-13	3.98e-15	12.2	24.347956	3.5199124	10772
ENSG00000162664	4.17e-13	4.19e-15	12.2	24.296289	1.249921	284695
ENSG00000149823	4.21e-13	4.26e-15	-12.1	24.281152	-1.8622091	738
ENSG00000184007	4.21e-13	4.26e-15	12.1	24.280823	2.7076737	8073
ENSG00000100030	4.23e-13	4.31e-15	12.1	24.269557	3.0773097	5594
ENSG00000167705	4.26e-13	4.36e-15	-12.1	24.256534	-1.4539737	83547
ENSG00000274145	4.26e-13	4.36e-15	-12.1	24.256534	-1.4539737	83547
ENSG00000009844	4.26e-13	4.37e-15	12.1	24.255912	2.7378764	51534
ENSG00000162695	4.27e-13	4.38e-15	12.1	24.251739	1.583864	148867
ENSG00000060718	4.29e-13	4.43e-15	12.1	24.242261	7.9489311	1301
ENSG00000100796	4.34e-13	4.49e-15	12.1	24.228633	2.1120136	55671
ENSG00000283805	4.43e-13	4.63e-15	12.1	24.196867	1.9663966	693221
ENSG00000161547	4.43e-13	4.63e-15	12.1	24.196867	1.9663966	6427
ENSG00000163946	4.44e-13	4.68e-15	12.1	24.187438	1.8200772	23272
ENSG00000183684	4.52e-13	4.78e-15	12.1	24.166472	4.4198923	10189
ENSG00000011405	4.68e-13	4.98e-15	12.1	24.12551	4.0241492	5286
ENSG00000167588	4.82e-13	5.14e-15	-12.1	24.093624	-5.6133094	2819
ENSG00000003096	4.91e-13	5.27e-15	-12.1	24.06864	-5.5429418	90293
ENSG00000284361	4.91e-13	5.28e-15	12.1	24.068218	3.3201939	100616459
ENSG00000011304	4.91e-13	5.28e-15	12.1	24.068218	3.3201939	5725
ENSG00000113648	4.97e-13	5.35e-15	12.1	24.053697	3.8277429	9555
ENSG00000112282	5.07e-13	5.48e-15	12.1	24.029582	3.3669795	9439
ENSG00000122484	5.13e-13	5.57e-15	12	24.014714	2.0704705	79871
ENSG00000177098	5.13e-13	5.58e-15	-12	24.012094	-4.0940836	6330
ENSG00000078304	5.28e-13	5.78e-15	12	23.977424	3.1938267	5527
ENSG00000136051	5.28e-13	5.78e-15	12	23.977198	3.3601557	23325
ENSG00000105968	5.35e-13	5.87e-15	12	23.961326	2.0875524	94239
ENSG00000182492	5.38e-13	5.92e-15	12	23.95317	4.7543498	633
ENSG00000162434	5.47e-13	6.04e-15	12	23.933984	4.8515004	3716
ENSG00000180914	5.65e-13	6.26e-15	-12	23.897549	-5.7562515	5021
ENSG00000153253	5.67e-13	6.31e-15	-12	23.890929	-3.2636198	6328
ENSG00000006007	5.67e-13	6.32e-15	12	23.889134	5.0615036	51573
ENSG00000136875	5.67e-13	6.34e-15	12	23.885729	4.3737045	9128
ENSG00000115091	5.81e-13	6.51e-15	12	23.859096	1.8295051	10096
ENSG00000164694	5.84e-13	6.61e-15	12	23.844689	5.1171493	84624
ENSG00000101367	5.84e-13	6.62e-15	12	23.843089	3.6072706	22919
ENSG00000133997	5.84e-13	6.65e-15	12	23.838572	2.5798556	10001
ENSG00000010278	5.87e-13	6.7e-15	12	23.830588	2.9448274	928
ENSG00000138660	6.13e-13	7.01e-15	12	23.785371	2.6223679	55435
ENSG00000198805	6.3e-13	7.26e-15	11.9	23.751689	3.6327581	4860
ENSG00000132128	6.62e-13	7.64e-15	11.9	23.700057	3.1481127	10489
ENSG00000248144	6.64e-13	7.69e-15	-11.9	23.694305	-3.2615197	126
ENSG00000187800	6.88e-13	8.02e-15	-11.9	23.652676	-3.1389415	375033
ENSG00000078140	7.21e-13	8.43e-15	11.9	23.603004	1.5192915	3093
ENSG00000115145	7.39e-13	8.65e-15	11.9	23.576623	2.3106663	10254
ENSG00000108799	7.59e-13	8.92e-15	-11.9	23.547155	-1.7127781	2145
ENSG00000130311	7.95e-13	9.37e-15	11.9	23.498068	3.2469261	79016
ENSG00000107651	8.08e-13	9.55e-15	11.8	23.47931	2.5470148	11196
ENSG00000088992	8.34e-13	9.88e-15	-11.8	23.444919	-3.7789577	54997
ENSG00000174695	8.48e-13	1.01e-14	11.8	23.425502	2.1199954	153339
ENSG00000164692	8.6e-13	1.03e-14	11.8	23.408605	3.3070488	1278
ENSG00000137801	8.67e-13	1.04e-14	11.8	23.398085	3.9229008	7057
ENSG00000112081	8.73e-13	1.05e-14	11.8	23.388175	3.4169341	6428
ENSG00000092439	8.8e-13	1.06e-14	11.8	23.377283	1.9965716	54822
ENSG00000101596	8.98e-13	1.09e-14	11.8	23.35178	2.355396	23347
ENSG00000079308	9.54e-13	1.16e-14	-11.8	23.286529	-2.8978787	7145
ENSG00000182670	9.58e-13	1.17e-14	11.8	23.279065	4.2237729	7267
ENSG00000181788	9.89e-13	1.21e-14	11.8	23.242506	4.1865834	6478
ENSG00000114978	9.89e-13	1.21e-14	11.8	23.240105	2.6025585	55233
ENSG00000251562	1e-12	1.24e-14	11.7	23.219652	5.9823475	378938
ENSG00000170606	1.01e-12	1.25e-14	11.7	23.2114	2.1821804	3308
ENSG00000169398	1.02e-12	1.27e-14	11.7	23.197213	2.4963908	5747
ENSG00000100106	1.02e-12	1.27e-14	-11.7	23.194255	-1.2107272	11078
ENSG00000116062	1.02e-12	1.28e-14	11.7	23.188787	3.7224001	2956
ENSG00000196586	1.06e-12	1.33e-14	11.7	23.153194	4.5053206	4646
ENSG00000111790	1.07e-12	1.35e-14	11.7	23.136334	2.9306438	26127
ENSG00000164924	1.09e-12	1.37e-14	11.7	23.11775	4.6312292	7534
ENSG00000196504	1.15e-12	1.47e-14	11.7	23.052248	2.4692594	55660
ENSG00000121931	1.16e-12	1.48e-14	11.7	23.041199	3.0887542	55791
ENSG00000168282	1.17e-12	1.51e-14	11.7	23.025603	1.548122	4247
ENSG00000105664	1.19e-12	1.54e-14	11.7	23.004256	6.7797595	1311
ENSG00000204262	1.2e-12	1.55e-14	11.7	22.999947	3.7636351	1290
ENSG00000167434	1.21e-12	1.57e-14	-11.7	22.984543	-4.51964	762
ENSG00000184203	1.22e-12	1.59e-14	11.7	22.975587	3.3374176	5504
ENSG00000058262	1.23e-12	1.61e-14	11.7	22.960664	4.4555287	29927
ENSG00000114030	1.27e-12	1.67e-14	11.6	22.925951	2.0975192	3836
ENSG00000140332	1.27e-12	1.68e-14	11.6	22.920565	2.6649633	7090
ENSG00000142910	1.27e-12	1.68e-14	-11.6	22.919773	-1.8175124	64129
